Company, Ticker,Exchange
Amsurg Corp., AMSG,NASDAQ
AMTD Digital Inc, HKD,NYSE
Amtech Systems Inc, ASYS,NASDAQ
Amylin Pharmaceuticals, AMLN,NASDAQ
Amylyx Pharmaceuticals Inc, AMLX,NASDAQ
Amyris Inc, AMRS,NASDAQ
Anacor Pharmaceuticals, ANAC,NASDAQ
Anadarko Petroleum Corporation, APC,NYSE
Anadys Pharmaceuticals, ANDS,NASDAQ
Analog Devices Inc, ADI,NASDAQ
Analysts International, ANLYD,NASDAQ
Analysts International Corp., ANLY,NASDAQ
Anaplan Inc, PLAN,NYSE
AnaptysBio Inc, ANAB,NASDAQ
Anaren, ANEN,NASDAQ
Anavex Life Sciences Corporation, AVXL,NASDAQ
Ancestry.Com Inc., ACOM,NASDAQ
Anchor Bancorp Wisconsin Inc., ABCW,NASDAQ
Anchor Glass Container, AGCC,NASDAQ
Andeavor, ANDV,NYSE
Andeavor Logistics LP, ANDX,NYSE
Andersons Inc, ANDE,NASDAQ
Andina Acquisition Corporation III, ANDA,NASDAQ
Andrew Corp, ANDW,NASDAQ
Andrx, ADRX,NASDAQ
Anebulo Pharmaceuticals Inc, ANEB,NASDAQ
Angel Oak Dynamic Financial Strategies Income Term Trust, DYFN,NYSE
Angel Oak Fds TR High Yield Opportunities FD CL A, RIMYX,NASDAQ
Angel Oak Fds TR High Yield Opportunities FD Instl Cl, RAIHX,NASDAQ
Angel Oak Financial Strategies Income Term Trust, FINS,NYSE
Angel Oak Mortgage Inc, AOMR,NYSE
Angel Pond Holdings Corporation, POND,NYSE
Angi Inc, ANGI,NASDAQ
AngioDynamics Inc, ANGO,NASDAQ
Angion Biomedica Corporation, ANGN,NASDAQ
Angiotech Pharmaceuticals - Common Shares, ANPI,NASDAQ
Anglo American Plc, AAUKD,NASDAQ
ANI Pharmaceuticals Inc, ANIP,NASDAQ
Anika Therapeutics Inc, ANIK,NASDAQ
Anixa Biosciences Inc, ANIX,NASDAQ
Anixter International Inc, AXE,NYSE
Annaly Capital Management Inc, NLY,NYSE
Annaly Capital Management Inc, NLY,NYSE
Annapolis Bancorp Inc., ANNB,NASDAQ
Annexon Inc, ANNX,NASDAQ
Annovis Bio Inc, ANVS,AMEX
Annovis Bio Inc, ANVS,NYSE
Anormed Ord, ANOR,NASDAQ
Ansell Limited ADS, ANSL,NASDAQ
Ansoft Corp, ANST,NASDAQ
Answers Corp., ANSW,NASDAQ
ANSYS Inc, ANSS,NASDAQ
Antares Pharma Inc, ATRS,NASDAQ
Antelope Enterprise Holdings Ltd, AEHL,NASDAQ
Anterix Inc, ATEX,NASDAQ
Antero Midstream Corporation, AM,NYSE
Antero Resources Corporation, AR,NYSE
Anthem Inc, ANTM,NYSE
Anthemis Digital Acquisitions I Corporation, ADAL,NASDAQ
Anthemis Digital Acquisitions I Corporation, ADALU,NASDAQ
Anworth Mortgage Asset Corporation, ANH,NYSE
Anzu Special Acquisition Corporation I, ANZU,NASDAQ
AO Smith Corp, AOS,NYSE
Aon PLC, AON,NYSE
APA Corporation, APA,NASDAQ
APA Corporation, APA,NASDAQ
Apache Corporation, APA,NYSE
Apartment Income REIT Corp, AIRC,NYSE
Apartment Investment and Management Company, AIV,NYSE
Apeiron Capital Investment Corp, APN,NYSE
Apellis Pharmaceuticals Inc, APLS,NASDAQ
Apergy Corporation, APY,NYSE
Apex Global Brands Inc, APEX,NASDAQ
Apex Technology Acquisition Corporation, APXT,NASDAQ
Apex Technology Acquisition Corporation, APXTU,NASDAQ
Aphria Inc, APHA,NASDAQ
Aphria Inc, APHA,NYSE
Aphton, APHT,NASDAQ
APi Group Corporation, APG,NYSE
Api Technologies Corp., ATNY,NASDAQ
Apigee Corp., APIC,NASDAQ
Apogee Enterprises Inc, APOG,NASDAQ
Apollo Commercial Real Estate Finance Inc, ARI,NYSE
Apollo Education Grp., APOL,NASDAQ
Apollo Endosurgery Inc, APEN,NASDAQ
Apollo Global Management Inc, APO,NYSE
Apollo Grp., UOPX,NASDAQ
Apollo Investment Corporation, AINV,NASDAQ
Apollo Investment Corporation, AIY,NYSE
Apollo Medical Holdings Inc, AMEH,NASDAQ
Apollo Senior Floating Rate Fund Inc, AFT,NYSE
Apollo Strategic Growth Capital, APSG,NYSE
Apollo Strategic Growth Capital II, APGB,NYSE
Apollo Tactical Income Fund Inc, AIF,NYSE
A-Power Energy Generation Sys, APWRW,NASDAQ
App Pharmaceuticals, APPX,NASDAQ
APPDYNAMICS INC, APPD,NASDAQ
AppFolio Inc, APPF,NASDAQ
AppHarvest Inc, APPH,NASDAQ
Appian Corporation, APPN,NASDAQ
Apple Hospitality REIT Inc, APLE,NYSE
Apple Inc, AAPL,NASDAQ
Apple Inc, AAPL,NASDAQ
Appliance Recycling Centers of America, ARCI,NASDAQ
Applied Digital Solutions, ADSX,NASDAQ
Applied Digital Solutions, ADSXD,NASDAQ
Applied DNA Sciences Inc, APDN,NASDAQ
Applied Extrusion, AETC,NASDAQ
Applied Genetic Technologies Corporation, AGTC,NASDAQ
Applied Imaging, AICXD,NASDAQ
Applied Industrial Technologies Inc, AIT,NYSE
Applied Innovation, AINN,NASDAQ
Applied Materials Inc, AMAT,NASDAQ
Applied Micro Circuits, AMCCD,NASDAQ
Applied Micro Circuits Corp., AMCC,NASDAQ
Applied Molecular Evolution, AMEV,NASDAQ
Applied Molecular Transport Inc, AMTI,NASDAQ
Applied Optoelectronics Inc, AAOI,NASDAQ
Applied Signal Technology, APSG,NASDAQ
Applied Therapeutics Inc, APLT,NASDAQ
Applied UV Inc, AUVI,NASDAQ
Applix, APLX,NASDAQ
Applovin Corporation, APP,NASDAQ
Approach Resources Inc, AREX,NASDAQ
AppTech Payments Corporation, APCX,NASDAQ
Apptio, APTI,NASDAQ
Aprea Therapeutics Inc, APRE,NASDAQ
Apria Inc, APR,NASDAQ
Apricus Biosciences, APRI,NASDAQ
Apropos Technology - Common Shares, APRS,NASDAQ
AptarGroup Inc, ATR,NYSE
Aptevo Therapeutics Inc, APVO,NASDAQ
Aptinyx Inc, APTX,NASDAQ
Aptiv PLC, APTV,NYSE
Aptorum Group Ltd, APM,NASDAQ
Aptose Biosciences Inc, APTO,NASDAQ
APx Acquisition Corporation I, APXIU,NASDAQ
Apyx Medical Corporation, APYX,NASDAQ
Aqua America Inc, WTR,NYSE
Aqua Metals Inc, AQMS,NASDAQ
AquaBounty Technologies Inc, AQB,NASDAQ
Aquantia Corp, AQ,NYSE
Aquantive, AQNT,NASDAQ
AquaVenture Holdings Limited, WAAS,NYSE
Aquestive Therapeutics Inc, AQST,NASDAQ
Aquinox Pharmaceuticals Inc, AQXP,NASDAQ
Aramark, ARMK,NYSE
Aratana Therapeutics, PETX,NASDAQ
Aravive Inc, ARAV,NASDAQ
Arbe Robotics Ltd, ARBE,NASDAQ
Arbinet Corp., ARBX,NASDAQ
Arbinet Corp., ARBXD,NASDAQ
Arbor Rapha Capital Bioholdings Corporation I, ARCK,NASDAQ
Arbor Rapha Capital Bioholdings Corporation I, ARCKU,NASDAQ
Arbor Realty Trust Inc, ABR,NYSE
Arborgen, ARBR,NASDAQ
Arbutus Biopharma Corporation, ABUS,NASDAQ
ARC Document Solutions Inc, ARC,NYSE
Arc Grp. Worldwide, ARCW,NASDAQ
Arc Grp. Worldwide, ARCWD,NASDAQ
ARCA Biopharma Inc, ABIO,NASDAQ
Arcadia Biosciences Inc, RKDA,NASDAQ
ARCADIA RES INC, ACDI,AMEX
ArcBest Corporation, ARCB,NASDAQ
Arcelor Mittal New, MT,NYSE
ArcelorMittal, MTCN,NYSE
ARCH CAP GROUP LTD, ARHPRA,NYSE
Arch Capital Group Ltd, ACGL,NASDAQ
Arch Resources Inc, ARCH,NYSE
Arch Wireless Inc., AWL,AMEX
Archaea Energy Inc, LFG,NYSE
Archer Aviation Inc, ACHR,NYSE
Archer Daniels Midland Company, ADM,NYSE
Archimedes Tech SPAC Partners Company, ATSPT,NASDAQ
Archipelago Learning, ARCL,NASDAQ
Archrock Inc, AROC,NYSE
Arcimoto Inc, FUV,NASDAQ
ArcLight Clean Transition Corporation, ACTC,NASDAQ
ArcLight Clean Transition Corporation II, ACTD,NASDAQ
Arco Platform Ltd, ARCE,NASDAQ
Arconic Corporation, ARNC,NYSE
Arcos Dorados Holdings Inc, ARCO,NYSE
Arcosa Inc, ACA,NYSE
Arctic Cat Inc., ACAT,NASDAQ
Arctos NorthStar Acquisition Corp, ANAC,NYSE
Arcturus Therapeutics Holdings Inc, ARCT,NASDAQ
Arcus Biosciences Inc, RCUS,NYSE
Arcutis Biotherapeutics Inc, ARQT,NASDAQ
Ardagh Group SA, ARD,NYSE
Ardagh Metal Packaging SA, AMBP,NYSE
Ardea Biosciences, RDEA,NASDAQ
Ardelyx Inc, ARDX,NASDAQ
Arden Grp. - Class A, ARDNA,NASDAQ
Ardmore Shipping Corp, ASC,AMEX
Ardmore Shipping Corporation, ASC,NYSE
Arel Communications & Software Ltd., ARLC,NASDAQ
Arena Fortify Acquisition Corporation, AFAC,NASDAQ
Arena Fortify Acquisition Corporation, AFACU,NASDAQ
Arena Pharmaceuticals Inc, ARNA,NASDAQ
Ares Acquisition Corporation, AAC,NYSE
Ares Capital Corp, ARCCR,NASDAQ
Ares Capital Corporation, ARCC,NASDAQ
Ares Commercial Real Estate Corporation, ACRE,NYSE
Ares Dynamic Credit Allocation Fund Inc, ARDC,NYSE
Ares Management Co, ARES,NYSE
Argan Inc, AGX,NYSE
Argo Blockchain PLC, ARBKL,NASDAQ
Argo Group International Holdings Ltd, ARGO,NYSE
Argo Group International Holdings Ltd, ARGD,NYSE
Argo Grp. International Holdings Ltd., AGIID,NASDAQ
Argus Capital Corporation, ARGU,NASDAQ
Arhaus Inc, ARHS,NASDAQ
Ari Network Services, ARIS,NASDAQ
Ariad Pharmaceuticals, ARIA,NASDAQ
Ariba, ARBA,NASDAQ
Ariba, ARBAD,NASDAQ
Aridis Pharmaceuticals Inc, ARDS,NASDAQ
Aries I Acquisition Corporation, RAM,NASDAQ
Aries Maritime Transport Limited - Common Shares, RAMS,NASDAQ
Aris Water Solutions Inc, ARIS,NYSE
Arista Networks, ANET,NYSE
Arisz Acquisition Corporation, ARIZ,NASDAQ
Arisz Acquisition Corporation, ARIZU,NASDAQ
ARK Genomic Revolution ETF, ARKG,AMEX
ARK Innovation ETF, ARKK,AMEX
Ark Restaurants Corporation, ARKR,NASDAQ
ARKO Corporation, ARKO,NASDAQ
Arlington Asset Investment Corp, AAIC,NYSE
Arlington Asset Investment Corp, AIC,NYSE
Arlington Asset Investment Corp, AAIN,NYSE
Arlington Asset Investment Corp, AIW,NYSE
Arlo Technologies Inc, ARLO,NYSE
Arm Holdings, ARMHY,NASDAQ
Arm Holdings Plc ADS Each Representing 3 Ordinary Shares, ARMH,NASDAQ
Armada Acquisition Corporation I, AACI,NASDAQ
Armada Hoffler Properties Inc, AHH,NYSE
Armata Pharmaceuticals Inc, ARMP,AMEX
ARMOUR Residential REIT Inc New, ARR,NYSE
Armstrong Flooring Inc, AFI,NYSE
Armstrong World Industries Inc, AWI,NYSE
ARNQ, ARNQ,NASDAQ
Arogo Capital Acquisition Corporation, AOGOU,NASDAQ
Arotech Corporation, ARTX,NASDAQ
Arotech Corporation, ARTXD,NASDAQ
Arowana Inc. - Ordinary Shares, ARWA,NASDAQ
Arowana Inc. - Rights, ARWAR,NASDAQ
Arowana Inc. - Warrant, ARWAW,NASDAQ
Arqit Quantum Inc, ARQQ,NASDAQ
ArQule Inc, ARQL,NASDAQ
Array Technologies Inc, ARRY,NASDAQ
Arris International Plc - Ordinary Shares, ARRS,NASDAQ
Arrival, ARVL,NASDAQ
Arrow Electronics Inc, ARW,NYSE
Arrow Financial Corporation, AROW,NASDAQ
Arrow Intl, ARRO,NASDAQ
Arrowhead Pharmaceuticals Inc, ARWR,NASDAQ
Arrowhead Research, ARWRW,NASDAQ
Arrowhead Research Corp., ARWRD,NASDAQ
Arrow-Magnolia Intl, ARWM,NASDAQ
Arrowroot Acquisition Corporation, ARRW,NASDAQ
Arsanis, ASNS,NASDAQ
Art Technology Grp., ARTG,NASDAQ
Artelo Biosciences Inc, ARTL,NASDAQ
Artemis Strategic Investment Corporation, ARTE,NASDAQ
Arteris Inc, AIP,NASDAQ
Artesian Resources Corporation, ARTNA,NASDAQ
Artesyn Technologies, ATSN,NASDAQ
Arthrocare Corp., ARTC,NASDAQ
Arthur J Gallagher and Company, AJG,NYSE
Artisan Acquisition Corporation, ARTA,NASDAQ
Artisan Acquisition Corporation, ARTAU,NASDAQ
Artisan Partners Asset Management Inc, APAM,NYSE
Artius Acquisition Inc, AACQ,NASDAQ
Arts Way Manufacturing Co Inc, ARTW,NASDAQ
Arvinas Inc, ARVN,NASDAQ
ARYA Sciences Acquisitioin Corporation V, ARYE,NASDAQ
ARYA Sciences Acquisition Corporation II, ARYB,NASDAQ
ARYA Sciences Acquisition Corporation IV, ARYD,NASDAQ
ARYA Sciences Acquistion Corporation, ARYAW,NASDAQ
ARYA Sciences Acquistion Corporation III, ARYA,NASDAQ
ASA Gold and Precious Metals Limited, ASA,NYSE
Asana Inc, ASAN,NYSE
Asanko Gold Inc, AKG,AMEX
Asat Hldg Ltd American Dep, ASTT,NASDAQ
Asat Holdings Limited ADS, ASTTD,NASDAQ
Asb Bancorp, ASBB,NASDAQ
Asb Financial, ASBP,NASDAQ
Asbury Automotive Group Inc, ABG,NYSE
Ascena Retail Group Inc, ASNA,NASDAQ
Ascendant Digital Acquisition Corp, ACND,NYSE
Ascendant Digital Acquisition Corp III, ACDI,NYSE
Ascent Capital Grp. - Series A, ASCMA,NASDAQ
Ascent Media - Series A Common Stock, ASCMV,NASDAQ
Ascent Media Grp., AMGIA,NASDAQ
Ascent Solar Technologies, ASTIW,NASDAQ
Ascent Solar Technologies - Warrants Class B 7/11/2011, ASTIZ,NASDAQ
Ascential Software - Common Stock, ASCL,NASDAQ
Ase Test Ltd, ASTSF,NASDAQ
Asensus Surgical, ASXC,NYSE
Asensus Surgical Inc, ASXC,AMEX
ASGN Inc, ASGN,NYSE
Ashford Holding Company, AINC,AMEX
Ashford Hospitality Trust Inc, AHT,NYSE
Ashland Global Holdings Inc, ASH,NYSE
Ashworth, ASHW,NASDAQ
Asia Entertainment, AERLW,NASDAQ
Asia Pacific Wire and Cable Corporation Ltd, APWC,NASDAQ
Asiainfo-Linkage, ASIA,NASDAQ
Ask Jeeves, ASKJ,NASDAQ
Asml Holding N.V. - New York Registry Shares, ASMLD,NASDAQ
Aspect Medical Systems, ASPM,NASDAQ
Aspen Aerogels Inc, ASPN,NYSE
Aspen Group Inc, ASPU,NASDAQ
Aspen Insurance Holdings Limited, AHLPR,NYSE
Aspen Technology Inc, AZPN,NASDAQ
Aspenbio Pharma, APPYD,NASDAQ
Aspira Womans Health Inc, AWH,NASDAQ
Aspirational Consumer Lifestyle Corp, ASPL,NYSE
Aspire Real Estate Investors Inc, ASPI,NYSE
Aspiriant Income Opportunities Fund, AIOFX,NASDAQ
Assembly Biosciences Inc, ASMB,NASDAQ
Assertio Holdings Inc, ASRT,NASDAQ
Asset Acceptance Capital Corp., AACC,NASDAQ
Asset Cap Corp, ACCI,NASDAQ
AssetMark Financial Holdings Inc, AMK,NYSE
Associated Banc Corp, ASB,NYSE
Associated Capital Group Inc, AC,NYSE
Assurant Inc, AIZN,NYSE
Assurant Inc, AIZ,NYSE
Assure Holdings Corporation, IONM,NASDAQ
Assured Guaranty Municipal Holdings Inc, AGO,NYSE
AST SpaceMobile Inc, ASTS,NASDAQ
Asta Funding Inc, ASFI,NASDAQ
Astec Industries Inc, ASTE,NASDAQ
Astex Pharmaceuticals, ASTX,NASDAQ
Asthmatx, AZMA,NASDAQ
Astor Explorations, ATOR,NYSE
Astra Space Inc, ASTR,NASDAQ
Astrea Acquisition Corporation, ASAX,NASDAQ
Astria Therapeutics Inc, ATXS,NASDAQ
Astronics Corporation, ATRO,NASDAQ
AstroNova Inc, ALOT,NASDAQ
Astrotech Corporation, ASTC,NASDAQ
Asure Software Inc, ASUR,NASDAQ
ASV Holdings Inc, ASV,NASDAQ
At Home Group Inc, HOME,NYSE
AT&T Inc, TBC,NYSE
AT&T Inc, T,NYSE
AT&T Inc, TBB,NYSE
AT&T Inc, T,NYSE
ATA Creativity Global, AACG,NASDAQ
ATAI Life Sciences NV, ATAI,NASDAQ
Atara Biotherapeutics Inc, ATRA,NASDAQ
Atari, ATARD,NASDAQ
Atea Pharmaceuticals Inc, AVIR,NASDAQ
Atento SA, ATTO,NYSE
Aterian Inc, ATER,NASDAQ
Aterian Inc, ATER,NASDAQ
Athena Consumer Acquisition Corp, ACAQ,NYSE
Athena Technology Acquisition Corp, ATHN,NYSE
Athenahealth, ATHN,NASDAQ
Athene Holding Ltd, ATH,NYSE
Athenex Inc, ATNX,NASDAQ
Atherogenics, AGIX,NASDAQ
Atheros Communications, ATHR,NASDAQ
Athersys Inc, ATHX,NASDAQ
Athira Pharma Inc, ATHA,NASDAQ
Athlon Acquisition Corporation, SWET,NASDAQ
ATI Physical Therapy Inc, ATIP,NYSE
Ati Technologies, ATYT,NASDAQ
ATIF Holdings Ltd, ATIF,NASDAQ
Atkore Inc, ATKR,NYSE
Atlantic Alliance Partnership Corp. - Ordinary Shares, AAPC,NASDAQ
Atlantic American Corporation, AAME,NASDAQ
Atlantic Avenue Acquisition Corp, ASAQ,NYSE
Atlantic Bancgrp., ATBC,NASDAQ
Atlantic Capital Bancshares Inc, ACBI,NASDAQ
Atlantic Coast Airlines Holdings, ACAI,NASDAQ
Atlantic Coast Federal Corp., ACFCD,NASDAQ
Atlantic Coastal Acquisition Corporation, ACAH,NASDAQ
Atlantic Data Services, ADSC,NASDAQ
Atlantic Power Corporation, AT,NYSE
Atlantic Southern Financial Grp., ASFN,NASDAQ
Atlantic Union Bankshares Corporation, AUB,NASDAQ
Atlantica Sustainable Infrastructure PLC, AY,NASDAQ
Atlanticus Holdings Corporation, ATLC,NASDAQ
Atlanticus Holdings Corporation, ATLCL,NASDAQ
Atlanticus Holdings Corporation, CCRT,NASDAQ
Atlas Air Worldwide Holdings, AAWW,NASDAQ
Atlas Corporation, ATCOL,NASDAQ
Atlas Corporation, ATCO,NYSE
Atlas Crest Investment Corp, ACIC,NYSE
Atlas Crest Investment Corp II, ACII,NYSE
Atlas Financial Holdings Inc, AFH,NASDAQ
Atlas Financial Holdings Inc, AFHBL,NASDAQ
Atlas Resource Partners, ARP,NYSE
Atlas Technical Consultants Inc, ATCX,NASDAQ
Atlassian Corporation PLC, TEAM,NASDAQ
Atmel Corp., ATML,NASDAQ
Atmi Inc., ATMI,NASDAQ
Atmos Energy Corp, ATO,NYSE
ATN International Inc, ATNI,NASDAQ
Atomera Incorporated, ATOM,NASDAQ
Atossa Therapeutics Inc, ATOS,NASDAQ
Atotech Limited, ATC,NYSE
Atp Oil & Gas Corp., ATPG,NASDAQ
Atreca Inc, BCEL,NASDAQ
ATRenew Inc, RERE,NYSE
AtriCure Inc, ATRC,NASDAQ
ATRION Corporation, ATRI,NASDAQ
Ats Medical, ATSI,NASDAQ
Attis Industries Inc, ATIS,NASDAQ
Attunity Ltd. - Ordinary Shares, ATTU,NASDAQ
AU Optronics Corp, AUO,NYSE
Auburn National Bancorporation Inc, AUBN,NASDAQ
Audacy Inc, AUD,NYSE
Auddia Inc, AUUD,NASDAQ
Audentes Therapeutics Inc, BOLD,NASDAQ
Audible, ADBL,NASDAQ
AudioCodes Ltd, AUDC,NASDAQ
AudioEye Inc, AEYE,NASDAQ
Augmedix Inc, AUGX,NASDAQ
Augmedix Inc, AUXG,NASDAQ
Ault Global Holdings Inc, DPW,AMEX
Aura Biosciences Inc, AURA,NASDAQ
Aurinia Pharmaceuticals Inc, AUPH,NASDAQ
Auris Medical Holding AG, EARS,NASDAQ
Aurora Acquisition Corporation, AURC,NASDAQ
Aurora Cannabis Inc, ACB,NASDAQ
Aurora Cannabis Inc, ACB,NYSE
Aurora Innovations Inc, AUR,NASDAQ
Auryn Resources Inc, AUG,AMEX
Austerlitz Acquisition Corp I, AUSU,NYSE
Austerlitz Acquisition Corp II, ASZU,NYSE
Austerlitz Acquisition Corporation I, AUS,NYSE
Austerlitz Acquisition Corporation II, ASZ,NYSE
Australia Acq Corp, AACOU,NASDAQ
Australia Acq Crp, AACOW,NASDAQ
Authentec, AUTH,NASDAQ
Authentic Equity Acquisition Corporation, AEAC,NASDAQ
Autochina International Limited - Unit (Cayman Islands), AUTCU,NASDAQ
Autochina International Limited - Warrant 02/26/2013 (Cayman Islands), AUTCW,NASDAQ
Autochina International Limited, AUTC,NASDAQ
Autodesk Inc, ADSK,NASDAQ
Autoliv Inc, ALV,NYSE
Automatic Data Processing Inc, ADP,NASDAQ
AutoNation Inc, AN,NYSE
Autoscope Technologies Corporation, AATC,NASDAQ
Autoweb Com USD0.001, ABTL,NASDAQ
AutoWeb Inc, AUTO,NASDAQ
AutoZone Inc, AZO,NYSE
Avalara Inc, AVLR,NYSE
Avalo Therapeutics Inc, AVTX,NASDAQ
Avalon Acquisition Inc, AVAC,NASDAQ
Avalon GloboCare Corporation, AVCO,NASDAQ
Avalon Holdngs Corp, AWX,AMEX
Avalon Pharmaceuticals, AVRX,NASDAQ
Avalonbay Communities Inc, AVB,NYSE
Avanex, AVNXD,NASDAQ
Avanex, AVNX,NASDAQ
Avangrid Inc, AGR,NYSE
Avanos Medical Inc, AVNS,NYSE
Avant Immunotherapeutics, AVAN,NASDAQ
Avant Immunotherapeutics, AVAND,NASDAQ
Avanti Acquisition Corp, AVAN,NYSE
Avantis U.S. Large Cap Value ETF, AVLV,NYSE
Avantor Inc, AVTR,NYSE
Avatar Holdings Inc., AVTR,NASDAQ
Avaya Holdings Corporation, AVYA,NYSE
Aveanna Healthcare Holdings Inc, AVAH,NASDAQ
Avedro Inc, AVDR,NASDAQ
Avenue Financial Holdings, AVNU,NASDAQ
Avenue Therapeutics Inc, ATXI,NASDAQ
AVEO Pharmaceuticals Inc, AVEO,NASDAQ
AvePoint Inc, AVPT,NASDAQ
Avery Dennison Corp, AVY,NYSE
Avianca Holdings SA, AVH,NYSE
Aviat Networks Inc, AVNW,NASDAQ
Avici Systems Inc., AVCI,NASDAQ
Avid Bioservices Inc, CDMO,NASDAQ
Avid Technology Inc, AVID,NASDAQ
Avidity Biosciences Inc, RNA,NASDAQ
AvidXchange Holdings Inc, AVDX,NASDAQ
Avient Corporation, AVNT,NYSE
Avigen, AVGN,NASDAQ
Avinger Inc, AVGR,NASDAQ
Avino Silver and Gold Mines Ltd, ASM,AMEX
Avis Budget Group Inc, CAR,NASDAQ
Avista Corp, AVA,NYSE
Avista Public Acquisition Corporation II, AHPA,NASDAQ
Avista Public Acquisition Corporation II, AHPAU,NASDAQ
Aviva Plc Unsponsored Adr (UK), AV,NYSE
Aviza Tech, AVZA,NASDAQ
Avnet Inc, AVT,NASDAQ
Avon Products Inc, AVP,NYSE
AVROBIO Inc, AVRO,NASDAQ
AVX Corp, AVX,NYSE
Aware Inc, AWRE,NASDAQ
Axalta Coating Systems Ltd, AXTA,NYSE
Axar Acquisition Corp., AXAR,NASDAQ
Axar Acquisition Corp. - Warrants, AXARW,NASDAQ
Axcan Pharma, AXCA,NASDAQ
Axcelis Technologies Inc, ACLS,NASDAQ
Axcella Health Inc, AXLA,NASDAQ
Axis Capital Holdings Ltd, AXS,NYSE
Axogen Inc, AXGN,NASDAQ
Axon Enterprise Inc, AAXN,NASDAQ
Axon Enterprise Inc, AXON,NASDAQ
Axonics Inc, AXNX,NASDAQ
AxonPrime Infrastructure Acquisition Corporation, APMI,NASDAQ
Axonyx, AXYX,NASDAQ
Axos Financial Inc, AX,NYSE
Axos Financial Inc, AXO,NYSE
Axovant Gene Therapies Ltd, AXGT,NASDAQ
Axsome Therapeutics Inc, AXSM,NASDAQ
Axsys Technologies, AXYS,NASDAQ
AXT Inc, AXTI,NASDAQ
Ayala Pharmaceuticals Inc, AYLA,NASDAQ
AYRO Inc, AYRO,NASDAQ
AYTU BioPharma Inc, AYTU,NASDAQ
AZEK Company Inc, AZEK,NYSE
Azenta Inc, AZTA,NASDAQ
Aziyo Biologics Inc, AZYO,NASDAQ
Azure Power Global Limited, AZRE,NYSE
AzurRx BioPharma Inc, AZRX,NASDAQ
AZZ Inc, AZZ,NYSE
B and G Foods Inc, BGS,NYSE
B Communications Ltd, BCOM,NASDAQ
B Riley Financial Inc, RILY,NASDAQ
B Riley Financial Inc, RILYG,NASDAQ
B Riley Financial Inc, RILYH,NASDAQ
B Riley Financial Inc, RILYI,NASDAQ
B Riley Financial Inc, RILYM,NASDAQ
B Riley Financial Inc, RILYN,NASDAQ
B Riley Financial Inc, RILYO,NASDAQ
B Riley Financial Inc, RILYT,NASDAQ
B Riley Financial Inc, RILYZ,NASDAQ
B Riley Principal 150 Merger Corporation, BRPM,NASDAQ
B Riley Principal 250 Merger Corporation, BRIV,NASDAQ
B Riley Principal Merger Corp, BRPM,NYSE
B Riley Principal Merger Corp II, BMRG,NYSE
B.O.S. Better Online Solutions, BOSCD,NASDAQ
B/E Aerospace, BEAV,NASDAQ
B2Gold Corp, BTG,AMEX
B2Gold Corp, BTG,AMEX
Babcock & Wilcox Enterprises Inc, BWSN,NYSE
Babcock and Wilcox Enterprises Inc, BWNB,NYSE
Babcock and Wilcox Enterprises Inc, BW,NYSE
Babylon Holdings Limited, BBLN,NYSE
Babyuniverse, POSHD,NASDAQ
Back Yard Burgers, BYBI,NASDAQ
Backblaze Inc, BLZE,NASDAQ
Backweb Technologies, BWEB,NASDAQ
Badger Meter Inc, BMI,NYSE
Bain Capital Specialty Finance Inc, BCSF,NYSE
Baker Hughes a GE Company, BHGE,NYSE
Baker Hughes Company, BKR,NASDAQ
Baker Hughes Company, BKR,NASDAQ
Baker Hughes Holdings LLC, BKR,NYSE
Baker Hughes Incorporated, BHI,NYSE
Bakers Footwear Grp., BKRS,NASDAQ
Bakkt Holdings Inc, BKKT,NYSE
Balchem Corporation, BCPC,NASDAQ
Ball Corp, BLL,NYSE
Ballantyne Strong Inc, BTN,AMEX
Ballard Power Systems - Common Shares, BLDPD,NASDAQ
Ballard Power Systems Inc, BLDP,NASDAQ
Ballys Corporation, BALY,NYSE
Baltek Corp, BTEK,NASDAQ
Banc of California Inc, BANC,NYSE
BancFirst Corporation, BANF,NASDAQ
Banco BBVA Argentina SA, BBAR,NYSE
Banco Bradesco SA, BBDO,NYSE
Banco Bradesco SA, BBD,NYSE
Banco de Chile, BCH,NYSE
Banco Latinoamericano de Comercio Exterior SA, BLX,NYSE
Bancorp 34 Inc, BCTF,NASDAQ
Bancorp Inc, TBBK,NASDAQ
Bancorp of New Jersey Inc, BKJ,AMEX
Bancorp Rhode Island, BARI,NASDAQ
BancorpSouth Bank, BXS,NYSE
Bancroft Fund Ltd, BCV,AMEX
Banctrust Financial Grp., BTFG,NASDAQ
Bandwidth Inc, BAND,NASDAQ
Bank First Corporation, BFC,NASDAQ
Bank Mutual, BKMUD,NASDAQ
Bank Nova Scotia Halifax, BNS,NYSE
Bank of America Corporation, BAC,NYSE
Bank of America Corporation, BAC,NYSE
Bank of Commerce Holdings, BOCH,NASDAQ
Bank of Florida, BOFL,NASDAQ
Bank of Granite Corp., GRAN,NASDAQ
Bank of Hawaii Corporation, BOH,NYSE
Bank of Marin Bancorp, BMRC,NASDAQ
Bank of Montreal, BMO,NYSE
Bank of New York Mellon Corporation, BK,NYSE
Bank of NT Butterfield and Son Limited, NTB,NYSE
Bank of Princeton, BPRN,NASDAQ
Bank of South Carolina Corporation, BKSC,NASDAQ
Bank of the James Financial Group Inc, BOTJ,NASDAQ
Bank of Virginia, BOVA,NASDAQ
